City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Weather,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
38,Mahebourg,MU,2021-09-17 04:07:22,-20.4081,57.7,70.25,77,35,9.08,scattered clouds,0,0
39,Mogok,MM,2021-09-17 04:07:23,22.9167,96.5,70.12,97,100,2.53,overcast clouds,0,0
40,Kruisfontein,ZA,2021-09-17 04:07:23,-34.0033,24.7314,49.89,72,76,9.53,light rain,0,0
41,Atuona,PF,2021-09-17 04:07:24,-9.8,-139.0333,77.54,80,21,20.71,light rain,0,0
42,Bredasdorp,ZA,2021-09-17 04:07:24,-34.5322,20.0403,47.28,83,1,2.66,clear sky,0,0
43,Asind,IN,2021-09-17 04:07:25,25.7333,74.3333,82.35,69,53,5.97,broken clouds,0,0
44,Cape Town,ZA,2021-09-17 04:04:43,-33.9258,18.4232,55.89,79,0,4.0,clear sky,0,0
45,Talnakh,RU,2021-09-17 04:07:25,69.4865,88.3972,42.01,70,12,1.92,few clouds,0,0
46,Dongsheng,CN,2021-09-17 04:07:26,39.8161,109.9776,65.64,36,100,1.95,overcast clouds,0,0
47,Provideniya,RU,2021-09-17 04:07:26,64.3833,-173.3,39.31,70,75,8.95,light rain,0,0
48,Castro,BR,2021-09-17 04:07:27,-24.7911,-50.0119,53.42,97,100,9.1,overcast clouds,0,0
49,Sayyan,YE,2021-09-17 04:07:27,15.1718,44.3244,64.33,27,97,3.2,overcast clouds,0,0
50,Abu Samrah,SY,2021-09-17 04:07:29,35.3029,37.1841,66.47,81,0,5.53,clear sky,0,0
51,Udachnyy,RU,2021-09-17 04:07:30,66.4167,112.4,36.27,70,99,18.39,overcast clouds,0,0
52,Ponta Do Sol,PT,2021-09-17 04:07:30,32.6667,-17.1,73.71,68,28,3.89,scattered clouds,0,0
53,Sao Filipe,CV,2021-09-17 04:07:30,14.8961,-24.4956,79.41,82,100,7.23,overcast clouds,0,0
54,Kedrovyy,RU,2021-09-17 04:07:31,56.1667,91.8167,50.41,63,50,5.41,scattered clouds,0,0
55,Thompson,CA,2021-09-17 04:07:32,55.7435,-97.8558,44.76,100,90,2.3,overcast clouds,0,0
56,Pyapon,MM,2021-09-17 04:07:33,16.2833,95.6833,81.93,82,100,8.19,light rain,0,0
57,Sao Joao Da Barra,BR,2021-09-17 04:07:34,-21.6403,-41.0511,72.25,93,100,15.12,overcast clouds,0,0
58,Noumea,NC,2021-09-17 04:07:34,-22.2763,166.4572,75.18,55,15,12.19,few clouds,0,0
59,Kalianget,ID,2021-09-17 04:07:35,-7.05,113.9333,84.74,67,79,11.32,broken clouds,0,0
60,Kavieng,PG,2021-09-17 04:07:35,-2.5744,150.7967,85.01,66,41,8.7,scattered clouds,0,0
61,Hofn,IS,2021-09-17 04:07:36,64.2539,-15.2082,52.88,99,100,5.06,overcast clouds,0,0
62,Fredericksburg,US,2021-09-17 04:07:10,38.3032,-77.4605,73.81,88,75,1.01,broken clouds,0,0
63,Meulaboh,ID,2021-09-17 04:07:37,4.1363,96.1285,84.42,66,81,4.76,broken clouds,0,0
64,Zambrow,PL,2021-09-17 04:07:38,52.9855,22.2432,60.57,98,96,5.17,overcast clouds,0,0
65,Carutapera,BR,2021-09-17 04:07:38,-1.195,-46.02,76.15,90,2,3.56,clear sky,0,0
66,Jamestown,US,2021-09-17 04:06:30,42.097,-79.2353,67.32,93,1,1.01,clear sky,0,0
67,Walvis Bay,NA,2021-09-17 04:07:39,-22.9575,14.5053,52.09,91,0,5.08,clear sky,0,0
68,Tricase,IT,2021-09-17 04:07:39,39.9304,18.3553,71.31,88,68,9.69,broken clouds,0,0
69,Geraldton,AU,2021-09-17 04:07:40,-28.7667,114.6,63.01,55,90,5.75,overcast clouds,0,0
70,Ketchikan,US,2021-09-17 04:07:28,55.3422,-131.6461,48.67,87,90,13.8,light rain,0,0
71,Nikolskoye,RU,2021-09-17 04:07:40,59.7035,30.7861,42.03,94,70,3.87,broken clouds,0,0
72,Tahta,EG,2021-09-17 04:07:41,26.7693,31.5021,72.18,67,0,15.17,clear sky,0,0
73,Kapaa,US,2021-09-17 04:07:41,22.0752,-159.319,82.38,75,75,3.0,moderate rain,0,0
74,Port Lincoln,AU,2021-09-17 04:07:41,-34.7333,135.8667,63.07,56,1,26.84,clear sky,0,0
75,Ribeirao,BR,2021-09-17 04:07:42,-8.5144,-35.3778,73.71,95,35,3.09,scattered clouds,0,0
76,Inirida,CO,2021-09-17 04:07:43,3.8653,-67.9239,73.09,95,4,3.02,clear sky,0,0
77,Cidreira,BR,2021-09-17 04:07:43,-30.1811,-50.2056,60.51,76,44,16.84,scattered clouds,0,0
78,Narsaq,GL,2021-09-17 04:07:43,60.9167,-46.05,37.62,64,96,6.13,overcast clouds,0,0
79,Hilo,US,2021-09-17 04:07:44,19.7297,-155.09,81.28,80,20,3.44,few clouds,0,0
80,Banda,IN,2021-09-17 04:07:45,25.4833,80.3333,79.99,82,100,10.63,overcast clouds,0,0
81,The Pas,CA,2021-09-17 04:07:45,53.8251,-101.2541,41.5,96,99,15.79,overcast clouds,0,0
82,Tiksi,RU,2021-09-17 04:07:46,71.6872,128.8694,38.37,89,100,13.09,overcast clouds,0,0
83,Kaitangata,NZ,2021-09-17 04:07:46,-46.2817,169.8464,45.41,55,75,7.96,broken clouds,0,0
84,Cairns,AU,2021-09-17 04:07:46,-16.9167,145.7667,86.07,52,40,14.97,scattered clouds,0,0
85,Hobart,AU,2021-09-17 04:07:47,-42.8794,147.3294,58.26,55,75,5.01,broken clouds,0,0
86,Sibsagar,IN,2021-09-17 04:07:48,26.9833,94.6333,77.18,80,91,7.0,overcast clouds,0,0
87,Salalah,OM,2021-09-17 04:07:48,17.0151,54.0924,80.69,83,90,0.0,overcast clouds,0,0
88,Hounde,BF,2021-09-17 04:07:20,11.5,-3.5167,73.13,86,74,3.6,broken clouds,0,0
89,Puerto Del Rosario,ES,2021-09-17 04:07:49,28.5004,-13.8627,73.15,73,15,6.91,few clouds,0,0
90,Hermanus,ZA,2021-09-17 04:07:49,-34.4187,19.2345,47.8,75,0,9.62,clear sky,0,0
91,Vao,NC,2021-09-17 04:07:51,-22.6667,167.4833,68.95,58,0,15.57,clear sky,0,0
92,Saint Anthony,US,2021-09-17 04:07:52,45.0205,-93.218,80.53,59,1,5.99,clear sky,0,0
93,Bundaberg,AU,2021-09-17 04:07:52,-24.85,152.35,75.49,41,60,12.66,broken clouds,0,0
94,Waingapu,ID,2021-09-17 04:07:54,-9.6567,120.2641,87.53,59,40,16.06,scattered clouds,0,0
95,Yellowknife,CA,2021-09-17 04:07:54,62.456,-114.3525,39.43,62,64,2.89,broken clouds,0,0
96,Santo Tomas,PH,2021-09-17 04:07:55,14.1079,121.1414,89.56,68,73,5.35,broken clouds,0,0
97,Cherskiy,RU,2021-09-17 04:07:55,68.75,161.3,46.63,53,95,13.02,overcast clouds,0,0
98,Kirakira,SB,2021-09-17 04:07:56,-10.4544,161.9205,82.85,74,26,13.24,scattered clouds,0,0
99,Ust-Koksa,RU,2021-09-17 04:07:56,50.2696,85.6108,62.62,36,12,2.93,few clouds,0,0
100,The Valley,AI,2021-09-17 04:07:56,18.217,-63.0578,83.1,78,10,16.58,clear sky,0,0
101,East London,ZA,2021-09-17 04:07:57,-33.0153,27.9116,56.91,60,42,15.21,scattered clouds,0,0
102,Flinders,AU,2021-09-17 04:07:57,-34.5833,150.8552,71.19,58,1,5.99,clear sky,0,0
103,Dalbandin,PK,2021-09-17 04:07:58,28.8947,64.4101,87.89,7,0,5.26,clear sky,0,0
104,Fortuna,US,2021-09-17 04:07:58,40.5982,-124.1573,52.66,68,40,0.0,scattered clouds,0,0
105,La Ronge,CA,2021-09-17 04:07:59,55.1001,-105.2842,39.15,97,100,15.59,overcast clouds,0,0
106,Darhan,MN,2021-09-17 04:07:59,49.4867,105.9228,63.59,57,26,7.47,scattered clouds,0,0
107,Northam,GB,2021-09-17 04:07:59,51.0333,-4.2167,60.1,94,100,10.71,overcast clouds,0,0
108,Longyearbyen,SJ,2021-09-17 04:08:00,78.2186,15.6401,40.84,87,75,0.0,broken clouds,0,0
109,Buraydah,SA,2021-09-17 04:08:01,26.326,43.975,79.45,22,80,7.76,broken clouds,0,0
110,Qaanaaq,GL,2021-09-17 04:08:01,77.484,-69.3632,14.43,80,81,7.16,broken clouds,0,0
111,Ushuaia,AR,2021-09-17 04:05:08,-54.8,-68.3,31.3,95,100,1.99,overcast clouds,0,0
112,Constitucion,CL,2021-09-17 04:08:02,-35.3333,-72.4167,49.87,89,1,12.28,clear sky,0,0
113,Faanui,PF,2021-09-17 04:08:02,-16.4833,-151.75,79.11,72,0,21.63,clear sky,0,0
114,Marau,BR,2021-09-17 04:08:03,-28.4492,-52.2,55.49,94,93,5.59,overcast clouds,0,0
115,Comacchio,IT,2021-09-17 04:08:03,44.6975,12.1858,69.01,92,29,6.33,scattered clouds,0,0
116,Hami,CN,2021-09-17 04:08:03,42.8,93.45,83.21,15,99,8.79,overcast clouds,0,0
117,Avarua,CK,2021-09-17 04:08:04,-21.2078,-159.775,78.85,73,40,19.57,scattered clouds,0,0
118,Mehamn,NO,2021-09-17 04:08:04,71.0357,27.8492,42.98,80,0,5.75,clear sky,0,0
119,Quelimane,MZ,2021-09-17 04:08:05,-17.8786,36.8883,72.5,83,15,7.31,few clouds,0,0
120,Praia,CV,2021-09-17 04:06:27,14.9215,-23.5087,79.34,78,20,17.27,few clouds,0,0
121,Moen,NO,2021-09-17 04:08:05,69.1304,18.6123,37.47,93,0,0.0,clear sky,0,0
122,Puri,IN,2021-09-17 04:08:06,19.8,85.85,88.32,69,99,1.66,overcast clouds,0,0
123,Matsuura,JP,2021-09-17 04:08:06,33.3271,129.721,75.96,91,100,25.88,overcast clouds,0,0
124,Lagoa,PT,2021-09-17 04:08:07,39.05,-27.9833,68.72,85,92,17.31,overcast clouds,0,0
125,Kirkenes,NO,2021-09-17 04:08:08,69.7271,30.0458,41.22,81,90,8.05,overcast clouds,0,0
126,Saldanha,ZA,2021-09-17 04:08:08,-33.0117,17.9442,50.36,76,0,10.76,clear sky,0,0
127,Iracoubo,GF,2021-09-17 04:08:09,5.4802,-53.2011,79.14,86,30,8.52,scattered clouds,0,0
128,Mpanda,TZ,2021-09-17 04:08:09,-6.3655,31.0409,73.36,56,91,1.83,overcast clouds,0,0
129,Biak,ID,2021-09-17 04:08:10,-0.9131,122.8766,79.12,73,100,7.05,overcast clouds,0,0
130,Torbay,CA,2021-09-17 04:03:20,47.6666,-52.7314,57.67,89,100,1.01,overcast clouds,0,0
131,Aripuana,BR,2021-09-17 04:08:10,-9.1667,-60.6333,74.44,78,40,0.63,scattered clouds,0,0
132,Yining,CN,2021-09-17 04:08:11,29.0361,114.5636,89.51,46,0,1.99,clear sky,0,0
133,Rio Gallegos,AR,2021-09-17 04:08:12,-51.6226,-69.2181,35.65,100,75,3.44,fog,0,0
134,Kichera,RU,2021-09-17 04:08:12,55.9375,110.0997,48.92,48,19,2.66,few clouds,0,0
135,Saint George,US,2021-09-17 04:08:13,37.1041,-113.5841,86.95,16,1,5.99,clear sky,0,0
136,Sitka,US,2021-09-17 04:08:14,57.0531,-135.33,53.49,58,90,17.27,light rain,0,0
137,Palora,EC,2021-09-17 04:08:15,-1.7,-77.9333,60.58,94,7,3.44,clear sky,0,0
138,Arraial Do Cabo,BR,2021-09-17 04:08:16,-22.9661,-42.0278,69.12,91,100,15.32,overcast clouds,0,0
139,Severo-Kurilsk,RU,2021-09-17 04:08:16,50.6789,156.125,54.18,71,9,8.75,clear sky,0,0
140,Anadyr,RU,2021-09-17 04:08:16,64.75,177.4833,43.3,65,75,17.9,broken clouds,0,0
141,Sabang,ID,2021-09-17 04:08:17,5.8933,95.3214,81.25,74,76,2.59,broken clouds,0,0
142,Sainte-Rose,GP,2021-09-17 04:08:17,16.3324,-61.6979,78.84,89,5,2.3,clear sky,0,0
143,Broken Hill,AU,2021-09-17 04:08:18,-31.95,141.4333,83.73,19,76,30.96,broken clouds,0,0
144,Sumbe,AO,2021-09-17 04:08:18,-11.2061,13.8437,71.37,84,74,2.68,broken clouds,0,0
145,Santa Marta,CO,2021-09-17 04:08:20,11.2408,-74.199,80.98,77,70,1.99,broken clouds,0,0
146,Bethel,US,2021-09-17 04:08:20,41.3712,-73.414,71.04,90,100,1.99,overcast clouds,0,0
147,Antofagasta,CL,2021-09-17 04:08:21,-23.65,-70.4,56.48,80,46,2.55,scattered clouds,0,0
148,Atar,MR,2021-09-17 04:08:21,20.5169,-13.0499,92.16,24,92,10.58,overcast clouds,0,0
149,Dagana,MR,2021-09-17 04:08:22,16.5165,-15.5068,83.41,71,99,6.06,overcast clouds,0,0
150,Butaritari,KI,2021-09-17 04:08:23,3.0707,172.7902,82.92,69,56,13.56,broken clouds,0,0
151,Vila Franca Do Campo,PT,2021-09-17 04:08:23,37.7167,-25.4333,68.41,89,92,4.18,overcast clouds,0,0
152,Derzhavinsk,KZ,2021-09-17 04:08:24,51.1,66.3167,52.9,41,69,8.52,moderate rain,0,0
153,Bend,US,2021-09-17 04:08:24,44.0582,-121.3153,54.25,42,1,1.99,clear sky,0,0
154,Whyalla,AU,2021-09-17 04:08:25,-33.0333,137.5833,69.69,46,99,10.36,overcast clouds,0,0
155,Alice Springs,AU,2021-09-17 04:04:27,-23.7,133.8833,85.55,17,100,9.22,overcast clouds,0,0
156,Jinchang,CN,2021-09-17 04:08:25,38.4953,102.1739,70.54,42,45,5.39,scattered clouds,0,0
157,Beloha,MG,2021-09-17 04:08:26,-25.1667,45.05,68.32,80,0,5.79,clear sky,0,0
158,New Norfolk,AU,2021-09-17 04:08:26,-42.7826,147.0587,57.92,40,54,5.77,broken clouds,0,0
159,Turgenevo,RU,2021-09-17 04:08:27,54.8455,46.3297,44.35,64,100,8.86,overcast clouds,0,0
160,Puerto Escondido,MX,2021-09-17 04:08:27,15.85,-97.0667,77.83,65,75,4.61,broken clouds,0,0
161,Meadow Lake,US,2021-09-17 04:08:28,34.8014,-106.5436,78.28,17,2,2.68,clear sky,0,0
162,Soanierana Ivongo,MG,2021-09-17 04:08:28,-16.9167,49.5833,70.47,80,98,2.39,overcast clouds,0,0
163,Airai,TL,2021-09-17 04:08:29,-8.9266,125.4092,78.89,31,0,6.11,clear sky,0,0
164,Pangai,TO,2021-09-17 04:08:29,-19.8,-174.35,82.51,65,20,8.05,few clouds,0,0
165,Bowen,AU,2021-09-17 04:08:30,-20.0167,148.2333,74.8,58,4,14.7,clear sky,0,0
166,Dingle,PH,2021-09-17 04:08:30,10.9995,122.6711,82.72,80,98,5.32,overcast clouds,0,0
167,Chuy,UY,2021-09-17 04:08:31,-33.6971,-53.4616,49.98,81,0,6.44,heavy intensity rain,0,0
168,North Platte,US,2021-09-17 04:08:31,41.1239,-100.7654,74.37,59,1,13.0,clear sky,0,0
169,Viedma,AR,2021-09-17 04:08:32,-40.8135,-62.9967,56.44,44,13,12.57,few clouds,0,0
170,Kerema,PG,2021-09-17 04:08:32,-7.9631,145.7785,79.7,81,97,10.04,overcast clouds,0,0
171,Kamaishi,JP,2021-09-17 04:08:33,39.2667,141.8833,68.59,77,100,9.15,overcast clouds,0,0
172,Anloga,GH,2021-09-17 04:08:33,5.7947,0.8973,77.27,90,64,11.9,broken clouds,0,0
173,Bambous Virieux,MU,2021-09-17 04:08:34,-20.3428,57.7575,70.21,77,40,8.43,scattered clouds,0,0
174,Ulaanbaatar,MN,2021-09-17 04:08:34,47.9077,106.8832,64.53,39,40,4.47,scattered clouds,0,0
175,San Roque,ES,2021-09-17 04:08:35,36.2107,-5.3842,68.95,74,0,0.85,clear sky,0,0
176,Bealanana,MG,2021-09-17 04:08:35,-14.55,48.7333,61.27,85,77,2.62,broken clouds,0,0
177,Severnyy,RU,2021-09-17 04:08:37,50.677,36.5532,41.04,81,0,0.0,clear sky,0,0
178,Mayor Pablo Lagerenza,PY,2021-09-17 04:08:37,-19.9309,-60.7718,68.36,42,94,5.32,overcast clouds,0,0
179,Juneau,US,2021-09-17 04:06:40,58.3019,-134.4197,48.85,90,90,9.22,light rain,0,0
180,Brandfort,ZA,2021-09-17 04:08:42,-28.7001,26.4597,37.38,84,15,6.62,few clouds,0,0
181,Soyo,AO,2021-09-17 04:08:43,-6.1349,12.3689,74.01,88,99,6.78,overcast clouds,0,0
182,Yar-Sale,RU,2021-09-17 04:08:43,66.8333,70.8333,40.84,85,95,17.96,overcast clouds,0,0
183,Ostersund,SE,2021-09-17 04:08:44,63.1792,14.6357,41.45,87,90,10.36,overcast clouds,0,0
184,Hanzhong,CN,2021-09-17 04:08:44,33.0728,107.0303,65.12,94,100,2.08,overcast clouds,0,0
185,Menomonie,US,2021-09-17 04:08:45,44.8755,-91.9193,75.6,56,0,12.66,clear sky,0,0
186,Mar Del Plata,AR,2021-09-17 04:04:56,-38.0023,-57.5575,50.02,87,0,6.91,clear sky,0,0
187,Deputatskiy,RU,2021-09-17 04:08:46,69.3,139.9,42.71,74,100,1.99,overcast clouds,0,0
188,Mukhen,RU,2021-09-17 04:08:46,48.1,136.1,65.61,59,69,8.46,broken clouds,0,0
189,Praia Da Vitoria,PT,2021-09-17 04:08:47,38.7333,-27.0667,71.76,90,68,13.78,broken clouds,0,0
190,Saint-Louis,SN,2021-09-17 04:08:47,16.3333,-15.0,82.6,54,95,7.23,overcast clouds,0,0
191,Adrar,MR,2021-09-17 04:08:47,20.5022,-10.0711,89.92,34,100,5.39,overcast clouds,0,0
192,Sur,OM,2021-09-17 04:08:48,22.5667,59.5289,89.02,47,30,8.5,scattered clouds,0,0
193,Storforshei,NO,2021-09-17 04:08:48,66.4043,14.5233,47.98,81,75,8.05,broken clouds,0,0
194,Berlevag,NO,2021-09-17 04:08:49,70.8578,29.0864,35.6,76,100,13.15,overcast clouds,0,0
195,Fairbanks,US,2021-09-17 04:03:54,64.8378,-147.7164,49.98,61,40,0.0,scattered clouds,0,0
196,Hithadhoo,MV,2021-09-17 04:07:48,-0.6,73.0833,82.98,74,93,7.49,light rain,0,0
197,Chokurdakh,RU,2021-09-17 04:08:50,70.6333,147.9167,39.47,87,100,6.29,light rain,0,0
198,Port Elizabeth,ZA,2021-09-17 04:08:50,-33.918,25.5701,52.11,77,68,14.29,light rain,0,0
199,Belen,TR,2021-09-17 04:08:51,36.4891,36.2233,60.94,77,20,5.75,few clouds,0,0
200,Qui Nhon,VN,2021-09-17 04:08:51,13.7667,109.2333,85.14,70,0,4.97,clear sky,0,0
201,Souillac,MU,2021-09-17 04:08:52,-20.5167,57.5167,70.36,77,26,9.24,scattered clouds,0,0
202,Pontiac,US,2021-09-17 04:07:08,42.6389,-83.2911,64.9,84,1,0.0,clear sky,0,0
203,Soe,ID,2021-09-17 04:07:21,-9.8607,124.284,85.77,30,44,11.74,scattered clouds,0,0
204,Lyuban,BY,2021-09-17 04:08:52,52.7985,28.0048,51.89,97,100,9.78,overcast clouds,0,0
205,Ruwi,OM,2021-09-17 04:08:53,23.5996,58.5507,91.8,42,38,1.48,scattered clouds,0,0
206,Bethanien,NA,2021-09-17 04:08:53,-26.502,17.1583,47.68,41,1,5.35,clear sky,0,0
207,Ilulissat,GL,2021-09-17 04:08:54,69.2167,-51.1,19.42,68,1,4.61,clear sky,0,0
208,Negombo,LK,2021-09-17 04:08:54,7.2083,79.8358,84.25,79,40,6.91,scattered clouds,0,0
209,Mount Hagen,PG,2021-09-17 04:08:55,-5.8581,144.2274,75.2,53,28,3.38,scattered clouds,0,0
210,Ribeira Grande,PT,2021-09-17 04:08:55,38.5167,-28.7,71.33,89,32,16.28,scattered clouds,0,0
211,Dinard,FR,2021-09-17 04:08:56,48.6314,-2.0614,59.68,89,75,2.3,fog,0,0
212,High Level,CA,2021-09-17 04:08:56,58.5169,-117.136,38.07,85,39,4.38,scattered clouds,0,0
213,Toronto,CA,2021-09-17 04:07:58,43.7001,-79.4163,65.32,84,0,1.01,clear sky,0,0
214,Kautokeino,NO,2021-09-17 04:08:57,69.0125,23.0412,37.96,82,100,15.08,overcast clouds,0,0
215,Clarksburg,US,2021-09-17 04:08:57,39.2807,-80.3445,69.53,100,1,0.0,clear sky,0,0
216,Kungurtug,RU,2021-09-17 04:08:58,50.5994,97.5228,60.82,34,66,2.42,broken clouds,0,0
217,Sisimiut,GL,2021-09-17 04:08:58,66.9395,-53.6735,32.2,59,26,9.26,scattered clouds,0,0
218,Dawei,MM,2021-09-17 04:08:58,14.0833,98.2,84.49,75,86,6.31,overcast clouds,0,0
219,Nome,US,2021-09-17 04:06:36,64.5011,-165.4064,46.47,54,1,11.5,clear sky,0,0
220,Viborg,DK,2021-09-17 04:08:59,56.4532,9.402,52.54,85,100,13.91,overcast clouds,0,0
221,Mount Gambier,AU,2021-09-17 04:09:00,-37.8333,140.7667,71.37,47,14,13.02,few clouds,0,0
222,Bengkulu,ID,2021-09-17 04:09:01,-3.8004,102.2655,87.31,60,5,3.94,clear sky,0,0
223,Lebu,CL,2021-09-17 04:09:02,-37.6167,-73.65,47.64,89,17,3.83,few clouds,0,0
224,Wukari,NG,2021-09-17 04:09:02,7.85,9.7833,72.86,97,100,9.46,heavy intensity rain,0,0
225,Xuddur,SO,2021-09-17 04:09:03,4.1213,43.8894,72.66,73,3,15.21,clear sky,0,0
226,Khandyga,RU,2021-09-17 04:09:04,62.6667,135.6,53.1,82,100,3.58,light rain,0,0
227,Mackenzie,CA,2021-09-17 04:09:05,55.2999,-123.1698,44.06,64,100,2.68,overcast clouds,0,0
228,Manuk Mangkaw,PH,2021-09-17 04:09:05,4.8,119.85,83.01,72,98,10.45,overcast clouds,0,0
229,Pandan,PH,2021-09-17 04:09:06,14.0453,124.1694,85.44,69,47,5.57,light rain,0,0
230,Lucapa,AO,2021-09-17 04:09:06,-8.4192,20.7447,67.75,80,80,7.09,light rain,0,0
231,Gohana,IN,2021-09-17 04:09:07,29.1333,76.7,82.27,69,9,7.49,clear sky,0,0
232,Ancud,CL,2021-09-17 04:09:07,-41.8697,-73.8203,50.43,91,100,15.01,light rain,0,0
233,Ahuimanu,US,2021-09-17 04:09:07,21.4447,-157.8378,83.91,70,75,13.8,broken clouds,0,0
234,Suez,EG,2021-09-17 04:09:08,29.9737,32.5263,72.41,69,43,9.8,scattered clouds,0,0
235,Mantua,IT,2021-09-17 04:09:08,45.1667,10.7833,67.08,88,98,1.99,light rain,0,0
236,Gurupi,BR,2021-09-17 04:09:09,-11.7292,-49.0686,83.05,22,3,4.52,clear sky,0,0
237,Pouembout,NC,2021-09-17 04:09:09,-21.1333,164.9,73.36,49,0,10.45,clear sky,0,0
238,Ahipara,NZ,2021-09-17 04:09:10,-35.1667,173.1667,56.73,77,98,13.78,overcast clouds,0,0
239,Keetmanshoop,NA,2021-09-17 04:09:10,-26.5833,18.1333,49.89,36,2,11.52,clear sky,0,0
240,Hasaki,JP,2021-09-17 04:09:11,35.7333,140.8333,73.8,64,100,13.58,overcast clouds,0,0
241,Visnes,NO,2021-09-17 04:09:11,59.3556,5.2242,55.78,94,75,5.75,broken clouds,0,0
242,Sherghati,IN,2021-09-17 04:08:14,24.5667,84.7833,82.02,91,100,6.89,overcast clouds,0,0
243,Marsa Matruh,EG,2021-09-17 04:09:12,31.3525,27.2453,76.86,64,0,16.2,clear sky,0,0
